Country Name,Year,"Total reserves (includes gold, current US$)",Rule of Law: Percentile Rank,"Industrial design applications, resident, by count",GDP growth (annual %),Current account balance (% of GDP),"Foreign direct investment, net inflows (% of GDP)",Value lost due to electrical outages (% of sales for affected firms),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Economic_Resilience
Albania,2021,20.74309492468391,3.707848467080997,3.985185994483083,,,,-1.6187316163154453,2.418926253808607,0
Albania,2021,,,,2.1767233527705465,-1.9997262543151453,1.8977237782280427,,,0
Albania,2022,20.685538545963933,3.801156913334634,8.307141847817686,,,,1.066356411464883,2.2971230533740723,0
Albania,2022,,,,1.5653370219589675,-1.8611689527438973,2.010834481959498,,,0
Albania,2023,20.85887689345368,3.771522152284813,8.307141847817686,,,,-0.5457891038944719,2.2943051609760605,1
Albania,2023,,,,1.363634181455325,-0.8265477144847959,1.9159552556182888,,,0
Argentina,2021,22.39348906503536,3.490445914418748,7.111969693403331,,,,-1.6187316163154453,2.150747960518002,1
Argentina,2021,,,,2.32625952555927,0.3082793392701844,0.3132768655240611,,,0
Argentina,2022,22.49585209177465,3.4946528494063647,8.307141847817686,,,,1.066356411464883,1.9045738549847775,0
Argentina,2022,,,,1.6521737364851217,-0.4435550532026618,0.8736271046217133,,,0
Argentina,2023,21.938051280492395,3.5839033196391994,8.307141847817686,,,,-0.5457891038944719,1.8029429073102765,1
Argentina,2023,,,,-1.0269206528184525,-1.4994853272222957,1.3006310138387775,,,0
Armenia,2021,20.268181178889208,3.820056746037321,4.289566927152206,,,,-1.6187316163154453,2.7122015680306792,0
Armenia,2021,,,,1.7468596657374191,-1.5449960135595109,0.9675322720240764,,,0
Armenia,2022,20.474427600103454,3.78150170427854,8.307141847817686,,,,1.066356411464883,2.56979014179931,0
Armenia,2022,,,,2.510890000548349,-1.1079088398689223,1.6001985817709916,,,0
Armenia,2023,20.362698467828935,3.839306555146268,8.307141847817686,,,,-0.5457891038944719,2.559908507943072,0
Armenia,2023,,,,2.1003289428338765,-1.273080940965731,0.8766933015551358,,,0
Australia,2021,22.710677230925658,4.45349116766892,7.640520806343511,,,,-1.6187316163154453,1.6228859806940557,1
Australia,2021,,,,0.7452492678195967,0.9563196585880762,0.7036370861369822,,,0
Australia,2022,22.69348641278124,4.439309994337839,8.307141847817686,,,,1.066356411464883,1.309702540011765,0
Australia,2022,,,,1.4376871552633712,-1.0903535934508966,1.4186323441628563,,,0
Australia,2023,22.764282924816385,4.449291856944257,8.307141847817686,,,,-0.5457891038944719,1.293628169634735,1
Australia,2023,,,,1.2306058123393704,-0.0916907720982573,0.6338722128269444,,,0
Austria,2021,22.26315786441136,4.50214422758823,5.342065977801414,,,,-2.3216392926406413,1.8530915707870184,0
Austria,2021,,,,1.558891565576451,0.5388967716573081,1.3680184369159378,,,0
Austria,2022,22.241095201809248,4.488213897360355,8.307141847817686,,,,-2.3216392926406413,1.5986322435034337,1
Austria,2022,,,,1.6536754453971134,-0.5932832480719396,1.1046511786763615,,,0
Austria,2023,22.192266053028856,4.502412734531893,8.307141847817686,,,,-2.3216392926406413,1.6510705803066508,1
Austria,2023,,,,-0.680798749740263,0.2815541432951323,-0.5603863402531798,,,0
Bangladesh,2021,22.52113379278392,3.312557550229542,7.016838935549735,,,,-1.6187316163154453,1.6628267012195002,0
Bangladesh,2021,,,,1.9237614599333683,-1.5993059822940958,-0.8843877182423723,,,0
Bangladesh,2022,22.25794653789441,3.335314758575901,8.307141847817686,,,,2.212334328519274,1.516256442747984,0
Bangladesh,2022,,,,1.946403113863043,-1.602695925752407,-1.0596608755755288,,,0
Bangladesh,2023,21.89221929629505,3.467564516626861,8.307141847817686,,,,-0.5457891038944719,1.485855348565564,1
Bangladesh,2023,,,,1.742613094080201,-1.0415995181003357,-1.084875143910187,,,0
Belgium,2021,22.43921155595564,4.402243885440549,8.307141847817686,,,,-1.6187316163154453,1.820314541778724,1
Belgium,2021,,,,1.813109078824533,0.6221737738589481,1.7647561297697671,,,0
Belgium,2022,22.42711702918884,4.408727206739565,8.307141847817686,,,,1.066356411464883,1.706896286261497,0
Belgium,2022,,,,1.4355960832589136,-0.8201360989482344,0.6919585605375536,,,0
Belgium,2023,22.41768989958208,4.408727206739565,8.307141847817686,,,,-0.5457891038944719,1.6994194686826465,1
Belgium,2023,,,,0.2243230853253835,-0.4920439982052386,-0.2415963721806213,,,0
Bosnia and Herzegovina,2021,21.184949399358704,3.674841420689979,3.8959645245885866,,,,-1.6187316163154453,2.675248912397585,0
Bosnia and Herzegovina,2021,,,,1.9858921691815008,-0.967054441361484,1.1713539359604632,,,0
Bosnia and Herzegovina,2022,21.11851259631466,3.676740169594891,8.307141847817686,,,,1.066356411464883,2.5153225238952555,0
Bosnia and Herzegovina,2022,,,,1.4340469747014517,-1.6909248938556949,1.2387565505723868,,,0
Bosnia and Herzegovina,2023,21.16040333720175,3.6314353124467034,8.307141847817686,,,,-0.5457891038944719,2.347332024725424,0
Bosnia and Herzegovina,2023,,,,0.7912550006725536,-1.2765299593169608,1.318765090701559,,,0
Brazil,2021,24.23682766920046,3.685969489543577,8.168098846870471,,,,-1.6187316163154453,2.5534387653761,0
Brazil,2021,,,,1.5521200225454592,-1.3043373737836943,1.0186488830206823,,,0
Brazil,2022,24.14634240376763,3.720016726646128,8.307141847817686,,,,1.066356411464883,2.205004888720337,0
Brazil,2022,,,,1.099815576786927,-1.2273656359060856,1.3344199888707453,,,0
Brazil,2023,24.220253236541453,3.687742315329742,8.307141847817686,,,,-0.5457891038944719,2.057513791601298,1
Brazil,2023,,,,1.0635671715053816,-0.8740911641825171,1.0512662119464644,,,0
Bulgaria,2021,22.383564797246304,3.903060332640623,5.835787678145954,,,,-1.6187316163154453,1.6516336012842292,0
Bulgaria,2021,,,,2.0366642791161773,-0.7311878254438526,1.013838866817625,,,0
Bulgaria,2022,22.42131024030875,3.8578307455244207,8.307141847817686,,,,1.066356411464883,1.4436447554532548,0
Bulgaria,2022,,,,1.389000385463653,-1.3536997733826892,1.6875552891569532,,,0
Bulgaria,2023,22.524187877245005,3.9285652460786817,8.307141847817686,,,,-0.5457891038944719,1.4554002346881618,1
Bulgaria,2023,,,,0.6334516243627228,-0.0989054201547823,1.370220735539538,,,0
Canada,2021,23.22128338974278,4.448487646110628,6.4202868914408295,,,,-1.6187316163154453,2.004004064987929,1
Canada,2021,,,,1.6553707833527742,0.321270043984397,1.0937416012506518,,,0
Canada,2022,23.223917427773465,4.459171137532177,8.307141847817686,,,,1.066356411464883,1.653882460003262,0
Canada,2022,,,,1.333816069297974,-0.0819862939845382,0.8406947932279328,,,0
Canada,2023,23.30269250578511,4.429223404808969,8.307141847817686,,,,-0.5457891038944719,1.6790156511675842,1
Canada,2023,,,,0.2221085183901268,-0.4449590309947234,0.6733128109915907,,,0
Colombia,2021,22.712717971471257,3.503894475796942,6.051422766080871,,,,-1.6187316163154453,2.6071445678980107,0
Colombia,2021,,,,2.359531741617257,-1.8378598287784256,1.0948906306795418,,,0
Colombia,2022,22.693516995080717,3.607961246304296,8.307141847817686,,,,1.066356411464883,2.3361158261055044,0
Colombia,2022,,,,1.9723148013650955,-1.8865597180895275,1.5953957197813151,,,0
Colombia,2023,22.72734385329313,3.533914967596307,8.307141847817686,,,,-0.5457891038944719,2.2429622232303976,1
Colombia,2023,,,,-0.4944970520773799,-1.2912026960081442,1.5220933928711873,,,0
Costa Rica,2021,20.918135960511435,4.094778153216415,2.180059276300842,,,,-1.6187316163154453,2.6910541845494143,0
Costa Rica,2021,,,,2.056119509137779,-1.48575557129909,1.6999071733427953,,,0
Costa Rica,2022,21.098142899325957,4.107069345687804,8.307141847817686,,,,1.066356411464883,2.406080731451929,0
Costa Rica,2022,,,,1.507276186257811,-1.50703645190458,1.6587454376413138,,,0
Costa Rica,2023,21.46756659215142,4.041097567648724,8.307141847817686,,,,-0.5457891038944719,2.103291277784884,1
Costa Rica,2023,,,,1.622097771877382,-0.9471907490793984,1.67977814950467,,,0
Cote d'Ivoire,2021,23.19855132558689,3.262469646813573,8.307141847817686,,,,-1.6187316163154453,0.9636494926153284,0
Cote d'Ivoire,2021,,,,1.9413205498064676,-1.6250668389463818,0.6470808438825438,,,0
Cote d'Ivoire,2022,23.132881748242596,3.5210037061393464,8.307141847817686,,,,1.066356411464883,0.833024320545585,0
Cote d'Ivoire,2022,,,,1.815540322204932,-2.00581523569982,0.8212354034967526,,,0
Cote d'Ivoire,2023,23.16638957606927,3.5210037061393464,8.307141847817686,,,,-0.5457891038944719,0.8173825455477175,1
Cote d'Ivoire,2023,,,,1.8127025628959967,-2.00581523569982,0.7961018405782722,,,0
Croatia,2021,22.110088782814625,4.011604462054232,5.5398153381462105,,,,-1.6187316163154453,2.0145540965059348,0
Croatia,2021,,,,2.5133576176614167,-0.2135139551254209,1.9908294502777075,,,0
Croatia,2022,22.151217912931937,4.048654705567516,8.307141847817686,,,,1.066356411464883,1.926787281924814,0
Croatia,2022,,,,1.9721866393914784,-1.5808391792622496,1.697291389020548,,,0
Croatia,2023,20.253880327751087,4.025803313714985,8.307141847817686,,,,-0.5457891038944719,1.794383580425883,0
Croatia,2023,,,,1.189606475788646,-0.2832138734337774,1.369473016606681,,,0
Cyprus,2021,19.67192162769085,4.197739730586669,2.963884083047296,,,,-1.6187316163154453,2.002169019448484,0
Cyprus,2021,,,,2.4115122855324915,-1.8186153700958485,2.68514953865658,,,0
Cyprus,2022,19.703089992798404,4.16881306566633,8.307141847817686,,,,1.066356411464883,1.90471879437236,0
Cyprus,2022,,,,1.9826398957778,-1.825872053774885,3.9114621447765914,,,0
Cyprus,2023,19.76203954387347,4.207881127892925,8.307141847817686,,,,-0.5457891038944719,1.7963280976189928,0
Cyprus,2023,,,,0.9567913198627618,-2.106550975699944,-2.157338733003813,,,0
Czechia,2021,23.62726206223308,4.353663551443637,6.119773139890321,,,,-1.6187316163154453,1.0269026755654216,1
Czechia,2021,,,,1.3866050682829916,-1.190497515934884,1.4805755869372197,,,0
Czechia,2022,23.448148768155065,4.35548981834035,8.307141847817686,,,,1.066356411464883,0.797028219679947,0
Czechia,2022,,,,1.042422511316856,-1.7083945521700414,1.1039772737029958,,,0
Czechia,2023,23.496633939468875,4.366375641533328,8.307141847817686,,,,-0.5457891038944719,0.9442009028809936,1
Czechia,2023,,,,0.2132148266316636,-1.203496971337957,0.8713304041541315,,,0
Denmark,2021,23.00454567389664,4.520936085379863,4.820270910232685,,,,-1.6187316163154453,1.6086802353585408,0
Denmark,2021,,,,1.9848382868046928,2.1420470763759183,1.418786563745104,,,0
Denmark,2022,23.134412846712056,4.525620852600708,8.307141847817686,,,,1.066356411464883,1.4814026202481925,0
Denmark,2022,,,,0.4312288046925988,2.42674200862583,2.022287709060336,,,0
Denmark,2023,23.24256446759514,4.525620852600708,8.307141847817686,,,,-0.5457891038944719,1.61862640204271,1
Denmark,2023,,,,0.9113809028905784,2.267956441039573,0.1170989943115241,,,0
Dominican Republic,2021,21.461115298361783,3.829639709001868,1.379448141588215,,,,-1.6187316163154453,2.0266564396209086,0
Dominican Republic,2021,,,,2.4849836304177173,-1.4142488581917445,1.2624291723334573,,,0
Dominican Republic,2022,21.54679319347278,3.8760062166729736,8.307141847817686,,,,1.066356411464883,1.6951212716728268,0
Dominican Republic,2022,,,,1.5717967171888565,-1.851069528420515,1.2659918294565655,,,0
Dominican Republic,2023,21.604404951015844,3.820420129548048,8.307141847817686,,,,-0.5457891038944719,1.7042325324693106,1
Dominican Republic,2023,,,,0.8562910332437497,-1.5673375380772792,1.3573367147539628,,,0
El Salvador,2021,20.318599836798505,3.0313985818651124,2.745293930016413,,,,-1.6187316163154453,1.457231537185716,0
El Salvador,2021,,,,2.455139074509398,-1.6787173756827305,1.010133876083111,,,0
El Salvador,2022,20.11322539513412,3.1445294018936294,8.307141847817686,,,,1.066356411464883,1.093978955841746,0
El Salvador,2022,,,,1.025680897796391,-1.943305088844561,-3.4838753985695226,,,0
El Salvador,2023,20.227320695769563,3.6197694916291536,8.307141847817686,,,,0.7399733499835561,1.091660371139522,0
El Salvador,2023,,,,1.250273788687036,-0.9165490525835732,0.6277042763765581,,,0
Estonia,2021,20.003724849374603,4.412714152702934,3.5380104617571124,,,,-1.6187316163154453,1.809193881673534,0
Estonia,2021,,,,1.9539598018573656,-1.5890052812462594,2.97876474269389,,,0
Estonia,2022,19.945826921032157,4.4241401898956525,8.307141847817686,,,,1.066356411464883,1.707073612883445,0
Estonia,2022,,,,-2.8346423626868327,-1.6170410451219224,1.578869371798825,,,0
Estonia,2023,20.080245934986145,4.4241401898956525,8.307141847817686,,,,-0.5457891038944719,1.840638240257968,0
Estonia,2023,,,,-1.4533925257579148,-1.0835381846044667,2.5384533387536985,,,0
Fiji,2021,19.62068317528288,4.019469217463838,8.307141847817686,,,,-1.6187316163154453,1.539244469098912,0
Fiji,2021,,,,-1.7543812315578728,-2.3311812469961093,2.235476469707308,,,0
Fiji,2022,19.64247153185967,4.033480732003536,8.307141847817686,,,,1.066356411464883,1.4840766784150554,0
Fiji,2022,,,,2.9536866794752648,-2.364119056666776,0.7325299721611502,,,0
Fiji,2023,19.637779343680887,4.01026251529827,8.307141847817686,,,,-0.5457891038944719,1.4560873731678945,0
Fiji,2023,,,,2.0036492366407748,-0.3232036161569246,0.5133636288036324,,,0
Finland,2021,21.6671267126231,4.530195927798776,4.921962742009707,,,,-1.6187316163154453,2.0157193323236453,0
Finland,2021,,,,1.0024179631584529,-1.1233803002974632,2.065793312484027,,,0
Finland,2022,21.63062264815619,4.530195927798776,8.307141847817686,,,,1.066356411464883,1.892028135625229,0
Finland,2022,,,,0.371103612255554,-1.3285510748283906,1.5320874999499532,,,0
Finland,2023,21.676399123849677,4.530195927798776,8.307141847817686,,,,-0.5457891038944719,1.9534845512201369,1
Finland,2023,,,,-0.8084677543389337,-0.3467270472505579,0.1651155113516184,,,0
France,2021,23.910706301206552,4.396965689563192,9.941980535145774,,,,-1.6187316163154453,2.048420912817249,1
France,2021,,,,1.9157203149312665,-1.4167357835911525,1.190059178780842,,,0
France,2022,23.904353072329297,4.3771396486781535,8.307141847817686,,,,-1.6187316163154453,1.9748970559488297,1
France,2022,,,,0.9410534065844892,-0.8189261445098478,1.359080484374638,,,0
France,2023,23.898781087441808,4.371772745605695,8.307141847817686,,,,-1.6187316163154453,1.978532720174972,1
France,2023,,,,-0.0656344941429733,-0.7061815736991112,-1.2487318673292722,,,0
Georgia,2021,20.506862410740155,3.963019457704339,4.558794498825293,,,,-1.6187316163154453,2.445705331109791,0
Georgia,2021,,,,2.3451391291323724,-2.148151733000727,1.895538362106289,,,0
Georgia,2022,20.62168394666747,3.978408953164615,8.307141847817686,,,,1.066356411464883,2.4336317333861124,0
Georgia,2022,,,,2.373748365468047,-1.694867344768517,2.1966834258947814,,,0
Georgia,2023,20.64167104137017,3.953808896088767,8.307141847817686,,,,-0.5457891038944719,2.424307123435483,0
Georgia,2023,,,,2.043176154266418,-1.829291006193774,1.9004567686664304,,,0
Germany,2021,24.069077695313595,4.443457945928583,10.039298521649716,,,,-2.3216392926406413,1.2734343987482777,1
Germany,2021,,,,1.2941681981349529,1.9228070411566085,0.851458308547407,,,0
Germany,2022,24.063959419625192,4.449291856944257,8.307141847817686,,,,-2.3216392926406413,1.1332181932889078,1
Germany,2022,,,,0.3142608979279835,1.4822759398075036,0.4092597223290851,,,0
Germany,2023,24.1412979981974,4.459171137532177,8.307141847817686,,,,-2.3216392926406413,1.1165462211164516,1
Germany,2023,,,,-0.0492231965526587,1.7473997446557497,-0.8436831980847377,,,0
Greece,2021,21.54237008453805,4.042685865266041,6.4282597287452985,,,,-1.6187316163154453,2.6592498424633364,0
Greece,2021,,,,2.141518507454194,-1.9043553567855247,1.029077376557371,,,0
Greece,2022,21.38957445209257,4.025803313714985,8.307141847817686,,,,1.066356411464883,2.497233148691218,0
Greece,2022,,,,1.7372180807782698,-2.1495329272269816,1.2836374059574351,,,0
Greece,2023,21.491748587862816,3.986471453943065,8.307141847817686,,,,-0.5457891038944719,2.383341438229408,0
Greece,2023,,,,0.8442217581432649,-1.888109679867437,0.6607413341630122,,,0
Guatemala,2021,21.855750138650173,2.566433737895014,3.5105492836424697,,,,-1.6187316163154453,0.7744173453390606,0
Guatemala,2021,,,,2.06815146788304,0.7799128246484371,1.4261815185921507,,,0
Guatemala,2022,21.834527591975565,2.5571285972583184,8.307141847817686,,,,1.066356411464883,1.1110339824407485,0
Guatemala,2022,,,,1.427785513152386,0.2244267193641867,0.4156731192097367,,,0
Guatemala,2023,21.870777414857397,2.718333667685862,8.307141847817686,,,,-0.5457891038944719,0.8492704947941729,0
Guatemala,2023,,,,1.2547279004870069,1.132184304154494,0.4152627852200314,,,0
Honduras,2021,21.109271981448003,2.6974528948955028,8.307141847817686,,,,-1.6187316163154453,2.124475026510677,0
Honduras,2021,,,,2.508180483535729,-1.8201868025071404,1.0411816038496733,,,0
Honduras,2022,21.083763495825437,2.8304749210325246,8.307141847817686,,,,1.066356411464883,2.155021547990944,0
Honduras,2022,,,,1.4143574675027382,-1.9334855074449528,0.8780719859588283,,,0
Honduras,2023,20.9913237344818,2.688156587987692,8.307141847817686,,,,-0.5457891038944719,1.79178487545516,0
Honduras,2023,,,,1.2702872913225325,-1.6389494973078873,1.144991634042752,,,0
Hungary,2021,22.470904166920803,4.151056426086163,6.6051685947605785,,,,-1.6187316163154453,1.3905245743320265,1
Hungary,2021,,,,1.9410261355110547,-1.6138124751274538,2.8816524278092674,,,0
Hungary,2022,22.426000141613677,4.085576521930692,8.307141847817686,,,,1.066356411464883,1.2775613615967456,0
Hungary,2022,,,,1.5141884366856655,-2.04587866175009,-0.7848557165364176,,,0
Hungary,2023,22.51297182186641,4.085576521930692,8.307141847817686,,,,-0.5457891038944719,1.405583841420314,1
Hungary,2023,,,,-0.6489721638933171,-0.2390674247784712,-2.5742350739646027,,,0
Iceland,2021,20.93729269610784,4.492608629136743,1.9324389107446345,,,,-1.6187316163154453,1.785094074906031,0
Iceland,2021,,,,1.6492309581318183,-1.4011972511322226,0.5874081639002063,,,0
Iceland,2022,20.780477414857945,4.483433998994537,8.307141847817686,,,,1.066356411464883,1.3257798925458462,0
Iceland,2022,,,,2.179239418339946,-1.3065517672751867,1.572063322905066,,,0
Iceland,2023,20.769017938485064,4.497703035025179,8.307141847817686,,,,-0.5457891038944719,1.252254196385781,1
Iceland,2023,,,,1.60753865802929,-0.0750659108411481,1.6409079403590543,,,0
Indonesia,2021,23.47693665280473,3.739765423722068,7.768570289051577,,,,-1.6187316163154453,1.3356640418895949,1
Indonesia,2021,,,,1.3030061799642527,-1.2230971764787624,0.5798120337371224,,,0
Indonesia,2022,23.431578109313648,3.761438359026962,8.307141847817686,,,,1.066356411464883,1.236350732209096,0
Indonesia,2022,,,,1.659187915743873,0.0018459575963104,0.6259639716451539,,,0
Indonesia,2023,23.485228788022383,3.791379298891129,8.307141847817686,,,,-0.5457891038944719,1.1912428612912356,1
Indonesia,2023,,,,1.609680530065093,0.1138765321723981,0.4510884296268843,,,0
Ireland,2021,21.46897068531556,4.433318826152764,4.480554576182907,,,,-1.6187316163154453,1.8384696780590293,0
Ireland,2021,,,,2.760831572126825,2.4837253841516835,2.657415258121653,,,0
Ireland,2022,21.455586613695274,4.444313921253379,8.307141847817686,,,,1.066356411464883,1.4962404917991114,0
Ireland,2022,,,,2.1375287953365185,2.1610374029342285,-1.9160299760975328,,,0
Ireland,2023,21.446813242803064,4.468949915853615,8.307141847817686,,,,-0.5457891038944719,1.4482715233239407,1
Ireland,2023,,,,-1.8271143884266556,2.078086454876612,-2.4905524523326226,,,0
Italy,2021,23.851609841259886,4.0036749794898805,9.818972827966386,,,,-1.6187316163154453,2.2329628466027103,1
Italy,2021,,,,2.172489638469638,0.858350212482007,0.1333527172823479,,,0
Italy,2022,23.84097481047699,4.01026251529827,8.307141847817686,,,,1.066356411464883,2.0725239608023527,0
Italy,2022,,,,1.5309548196230158,-1.004509082627352,1.0886073483117682,,,0
Italy,2023,23.921214708278445,4.048654705567516,8.307141847817686,,,,-0.5457891038944719,2.0170124135831347,1
Italy,2023,,,,-0.3605258788233174,0.3418067182881384,0.6009420423350621,,,0
Japan,2021,25.35256453301059,4.43840171151166,9.65198734234785,,,,-1.6187316163154453,1.035716690854271,1
Japan,2021,,,,0.9365923600774444,1.3552592355941506,-0.3632702786256217,,,0
Japan,2022,25.241541777735392,4.454244148563029,8.307141847817686,,,,1.066356411464883,0.952255651486124,0
Japan,2022,,,,-0.0463271034260344,0.7484719969690872,0.1227223770167641,,,0
Japan,2023,25.285126466429823,4.454244148563029,8.307141847817686,,,,-0.5457891038944719,0.952255651486124,1
Japan,2023,,,,0.5172513807533684,1.3250127861131122,-0.7230671447892009,,,0
Kazakhstan,2021,22.273518239429063,3.4629751508703084,4.813091926419859,,,,-1.6187316163154453,1.7026308007241282,0
Kazakhstan,2021,,,,1.4510371623869558,-0.9117713425773178,0.8376512209327313,,,0
Kazakhstan,2022,22.2904183054487,3.5079178865089737,8.307141847817686,,,,1.066356411464883,1.5721377495587536,0
Kazakhstan,2022,,,,1.1583286396105057,1.044766000810665,0.8093344438572248,,,0
Kazakhstan,2023,22.31144660227088,3.559231957930804,8.307141847817686,,,,-0.5457891038944719,1.56417100393321,1
Kazakhstan,2023,,,,1.619789939972247,-1.5337195075514236,0.7257743843760676,,,0
Kenya,2021,21.18636792339009,3.568469187025666,4.753638881676703,,,,-1.6187316163154453,1.7284703909499606,0
Kenya,2021,,,,2.012283013787131,-1.7804308069328345,-0.964087781189626,,,0
Kenya,2022,21.03802215608064,3.654353002087346,8.307141847817686,,,,1.066356411464883,1.7308961640401912,0
Kenya,2022,,,,1.5721338927451052,-1.785488503543604,-0.3691672859480505,,,0
Kenya,2023,20.968299870815923,3.665611378151617,8.307141847817686,,,,-0.5457891038944719,1.7063641139504655,1
Kenya,2023,,,,1.7043877637164946,-1.6325554663075954,-0.394274602968771,,,0
"Korea, Rep.",2021,24.440119721608983,4.35918410896318,10.599386133205002,,,,-1.6187316163154453,1.2857637120837957,1
"Korea, Rep.",2021,,,,1.452126258602345,1.5362748450371349,0.1930910209410622,,,0
"Korea, Rep.",2022,24.365738878074264,4.371772745605695,8.307141847817686,,,,1.066356411464883,1.0458431622693711,0
"Korea, Rep.",2022,,,,0.9570845521577775,0.4330595293203356,0.4023313760229176,,,0
