Country Name,Year,"Total reserves (includes gold, current US$)",Rule of Law: Percentile Rank,"Industrial design applications, resident, by count",GDP growth (annual %),Current account balance (% of GDP),"Foreign direct investment, net inflows (% of GDP)",Value lost due to electrical outages (% of sales for affected firms),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Economic_Resilience
"Korea, Rep.",2023,24.36097341985854,4.382476857384037,8.307141847817686,,,,-0.5457891038944719,0.980497138685382,1
"Korea, Rep.",2023,,,,0.3047473651490696,0.6488699988994816,-0.1208892180571034,,,0
Kosovo,2021,19.44974407860533,3.696970832927098,8.307141847817686,,,,-1.6187316163154453,2.011221642525147,0
Kosovo,2021,,,,2.3544631199916477,-2.067535045802579,1.6617934688912273,,,0
Kosovo,2022,19.45211540497893,3.6314353124467034,8.307141847817686,,,,1.066356411464883,1.861633890237004,0
Kosovo,2022,,,,1.4460762837479673,-2.157202648289065,2.084606691827101,,,0
Kosovo,2023,19.450508009189875,3.676740169594891,8.307141847817686,,,,-0.5457891038944719,1.813759083606996,0
Kosovo,2023,,,,1.3960472528793513,-1.99315112431322,2.144434301095174,,,0
Kyrgyz Republic,2021,20.20004141323209,2.634144205468937,1.9324389107446345,,,,-1.6187316163154453,1.4029288157237692,0
Kyrgyz Republic,2021,,,,1.6956609455933351,-2.024637993835337,0.8914758134938193,,,0
Kyrgyz Republic,2022,20.145538591495765,2.521421104944723,8.307141847817686,,,,1.066356411464883,1.3900349294895156,0
Kyrgyz Republic,2022,,,,2.1764985306920663,-2.6313995934511825,-0.7963473454528619,,,0
Kyrgyz Republic,2023,20.270031552610657,2.521421104944723,8.307141847817686,,,,-0.5457891038944719,1.3772178001982394,0
Kyrgyz Republic,2023,,,,1.8049334129681176,-0.3232036161569246,1.2488552817473777,,,0
Latvia,2021,20.72113340311069,4.336909128011882,4.361383491624109,,,,-1.6187316163154453,2.002169019448484,0
Latvia,2021,,,,1.9249765575679536,-1.6540119095650647,2.261743934128537,,,0
Latvia,2022,20.543827403966297,4.3106714170082805,8.307141847817686,,,,1.066356411464883,1.906022284527764,0
Latvia,2022,,,,0.5935450063553861,-1.8215930785249808,1.1589654470193935,,,0
Latvia,2023,20.63388441781343,4.350000405620429,8.307141847817686,,,,-0.5457891038944719,1.8540077735037688,1
Latvia,2023,,,,0.5335972392704714,-1.6231272757057829,1.3789525358171315,,,0
Lithuania,2021,20.734783197835952,4.348111041424364,4.79857065376448,,,,-1.6187316163154453,1.948092102618948,0
Lithuania,2021,,,,1.8409502361429284,0.3843297987205942,1.313056253859426,,,0
Lithuania,2022,20.701374106614963,4.350000405620429,8.307141847817686,,,,1.066356411464883,1.772901170438422,0
Lithuania,2022,,,,0.9280968683338192,-1.881022137793228,1.2201514312084465,,,0
Lithuania,2023,20.820159955321525,4.393063065043212,8.307141847817686,,,,-0.5457891038944719,1.909778206647868,1
Lithuania,2023,,,,-1.0762963751996126,0.0960742277805053,1.5601641602578649,,,0
Luxembourg,2021,20.18213340046356,4.497388217558823,8.307141847817686,,,,-1.6187316163154453,1.707073612883445,0
Luxembourg,2021,,,,1.955881137769344,1.8647722970922291,3.3389458046554643,,,0
Luxembourg,2022,20.168173253637537,4.5164047476106335,8.307141847817686,,,,1.066356411464883,1.5151790380211327,0
Luxembourg,2022,,,,0.3218473933337997,2.201414352015043,-2.9533494689758086,,,0
Luxembourg,2023,20.198569612124288,4.507099388216365,8.307141847817686,,,,-0.5457891038944719,1.6359362611089108,0
Luxembourg,2023,,,,-0.7689420534340813,2.4210278465349084,-2.7436351213110144,,,0
Malta,2021,19.38135325770704,4.278855531785919,2.804715965041384,,,,-1.6187316163154453,1.216687366465533,0
Malta,2021,,,,2.5757374018434054,2.217638425883505,5.942803115202603,,,0
Malta,2022,19.417904061088457,4.269666334042893,8.307141847817686,,,,1.066356411464883,1.0678296986840057,0
Malta,2022,,,,1.415389175548696,-0.6244996303347756,4.755750968839592,,,0
Malta,2023,19.434737647800567,4.257622408757312,8.307141847817686,,,,-0.5457891038944719,1.1300338862592156,0
Malta,2023,,,,2.0002664401896832,1.841017315509404,4.645202185472839,,,0
Mauritius,2021,21.099000426989623,4.284821017511652,3.142226595841181,,,,-1.6187316163154453,2.028829267965364,0
Mauritius,2021,,,,1.2195451583551868,-2.2507772235967263,0.7883373695385559,,,0
Mauritius,2022,21.0189730798008,4.281561427315805,8.307141847817686,,,,1.066356411464883,1.8319350460962684,0
Mauritius,2022,,,,2.1668320747136303,-2.1822955794118424,1.4926382262610087,,,0
Mauritius,2023,20.95735810729222,4.287454251144363,8.307141847817686,,,,-0.5457891038944719,1.707073612883445,1
Mauritius,2023,,,,1.9265445781921349,-1.6951741801526654,1.6367809005102874,,,0
Mexico,2021,23.77653116966227,3.0945240423293834,6.933003125432169,,,,-1.6187316163154453,1.3841400889330764,0
Mexico,2021,,,,1.788279278394107,-0.141489901961585,0.9861615736614484,,,0
Mexico,2022,23.749403690950142,3.0001357655650995,8.307141847817686,,,,1.066356411464883,1.175532562959535,0
Mexico,2022,,,,1.2993139617808884,-0.8296168369005605,0.9793149306951464,,,0
Mexico,2023,23.80216140399697,3.1445294018936294,8.307141847817686,,,,-0.5457891038944719,1.0133525740749716,0
Mexico,2023,,,,1.1583228027877397,-0.0991258906774405,0.5230145948545063,,,0
Moldova,2021,20.429720868841184,3.652193602928468,6.335177199736795,,,,-1.6187316163154453,-0.2422811226394662,0
Moldova,2021,,,,2.609401515957328,-2.230210150943706,1.0329286469167744,,,0
Moldova,2022,20.546531162555763,3.687742315329742,8.307141847817686,,,,1.066356411464883,-0.1087416585092377,0
Moldova,2022,,,,-1.770435478383669,-2.357466094427242,1.388955709815671,,,0
Moldova,2023,20.71521225793689,3.801156913334634,8.307141847817686,,,,-0.5457891038944719,0.4407796728195768,1
Moldova,2023,,,,-0.244526117733491,-2.195329635090395,0.7678481020188105,,,0
Nepal,2021,21.19949257158607,3.4768080103711125,8.307141847817686,,,,-1.6187316163154453,2.478076666820039,0
Nepal,2021,,,,1.5676822165180164,-2.294818448045042,-0.6331213261351333,,,0
Nepal,2022,21.17087094340992,3.596007068611717,8.307141847817686,,,,1.066356411464883,2.363419841469826,0
Nepal,2022,,,,1.7177101364906318,-1.993076846205138,-1.8420734077786631,,,0
Nepal,2023,21.416847876863933,3.5079178865089737,8.307141847817686,,,,-0.5457891038944719,2.343638430044221,0
Nepal,2023,,,,0.6675357197734237,-1.0295663820700425,-1.7091640027436033,,,0
Netherlands,2021,22.800994158408415,4.478125485506987,8.307141847817686,,,,-1.6187316163154453,1.42986747795009,1
Netherlands,2021,,,,1.824858341940444,2.288340183346018,-2.175796548572674,,,0
Netherlands,2022,22.78636698801688,4.46407292242354,8.307141847817686,,,,1.066356411464883,1.254505282997895,0
Netherlands,2022,,,,1.6016445429770827,1.8829932998877856,0.3962273272984032,,,0
Netherlands,2023,22.867825559685816,4.473802210274455,8.307141847817686,,,,-0.5457891038944719,1.257592142392547,1
Netherlands,2023,,,,-2.620380764610552,2.2686258728665294,-2.5066301859566784,,,0
Nicaragua,2021,20.46079586764125,1.9523610965669087,8.307141847817686,,,,-1.6187316163154453,1.799560411376945,0
Nicaragua,2021,,,,2.3143472452313207,-1.605001627793912,2.1382975740368253,,,0
Nicaragua,2022,20.53312399513717,2.175922995428672,8.307141847817686,,,,1.066356411464883,1.59247399404897,0
Nicaragua,2022,,,,1.3161346282651705,-1.3191148266602488,2.0964223857906368,,,0
Nicaragua,2023,20.71425684007144,2.2264091776249666,8.307141847817686,,,,-0.5457891038944719,1.5423951112815164,0
Nicaragua,2023,,,,1.5111224030025738,2.03237648636582,1.9181551551275569,,,0
North Macedonia,2021,20.478073231293557,3.87617766045126,4.142131924039544,,,,-1.6187316163154453,2.7330234947090912,0
North Macedonia,2021,,,,1.498365710012432,-1.372749284396223,1.594892822877272,,,0
North Macedonia,2022,20.47617696395066,3.866961251391823,8.307141847817686,,,,1.066356411464883,2.6471265140451625,0
North Macedonia,2022,,,,1.0111542674743874,-1.8946692080491276,1.801603512692295,,,0
North Macedonia,2023,20.64383692070797,3.761438359026962,8.307141847817686,,,,-0.5457891038944719,2.5546318300438697,0
North Macedonia,2023,,,,0.7269806081229236,-1.0285175447889452,1.396502630944419,,,0
Norway,2021,23.024969759913656,4.5255771621327865,5.982015639890589,,,,-1.6187316163154453,1.4645228044275702,1
Norway,2021,,,,1.356581060725632,2.6688502199729984,1.2877871994983945,,,0
Norway,2022,22.89432473063553,4.511763294620662,8.307141847817686,,,,1.066356411464883,1.1678893599565603,0
Norway,2022,,,,1.096171669853791,3.3187408268040604,0.8747337011504014,,,0
Norway,2023,22.98629373918432,4.521023812878072,8.307141847817686,,,,-0.5457891038944719,1.2673500328353495,1
Norway,2023,,,,-0.7366370257710166,2.823548235133276,0.8782323072532097,,,0
Pakistan,2021,21.92816463767805,3.279454741986415,6.005030346277431,,,,-1.6187316163154453,1.8344295708928933,0
Pakistan,2021,,,,1.861440892934168,-1.5531353401328325,-0.4852840670597299,,,0
Pakistan,2022,21.22444797213433,3.1821258410900186,8.307141847817686,,,,1.9872302552223304,1.6917051240811174,0
Pakistan,2022,,,,1.5553336875110768,-1.5025011299468698,-0.9448342866015784,,,0
Pakistan,2023,21.499304980875834,3.022124934609776,8.307141847817686,,,,-0.5457891038944719,1.6777376287919323,0
Pakistan,2023,,,,0.2902270129059854,-0.0202100208897004,-0.5016498058118373,,,0
Paraguay,2021,21.201460596108102,3.390682574455247,1.9324389107446345,,,,-1.6187316163154453,1.975301686112647,0
Paraguay,2021,,,,1.3835825049529464,-0.7764736633704823,-0.1083779489855853,,,0
Paraguay,2022,21.18886132830116,3.366302972497411,8.307141847817686,,,,1.066356411464883,1.8972994007901287,0
Paraguay,2022,,,,-1.747882583700258,-1.9686365997206208,0.5725268801053782,,,0
Paraguay,2023,21.220945275913344,3.319440974302528,8.307141847817686,,,,-0.5457891038944719,1.7458375680067892,0
Paraguay,2023,,,,1.5420016402730634,-0.3768322843416403,0.2930018056494829,,,0
Peru,2021,22.96664862923896,3.4347022478049145,4.500719879266091,,,,-1.6187316163154453,1.6192083434661255,0
Peru,2021,,,,2.568044515318554,-1.196743303327495,1.1443939550550517,,,0
Peru,2022,22.89722917583191,3.396330899716243,8.307141847817686,,,,1.066356411464883,1.3415986471535708,0
Peru,2022,,,,0.9990674090477928,-1.6257894063921017,1.5057337050669106,,,0
Peru,2023,22.886361671344915,3.366302972497411,8.307141847817686,,,,-0.5457891038944719,1.5800403659754014,0
Peru,2023,,,,-0.3616737399932577,-0.187244316563118,0.3807914925121306,,,0
Philippines,2021,23.237854765393983,3.2275800892362145,6.3751950244454045,,,,-1.6187316163154453,1.217854973868008,0
Philippines,2021,,,,1.7322335121399342,-0.981929365788697,1.1077080369533296,,,0
Philippines,2022,23.134131637255354,3.4537307589415343,8.307141847817686,,,,1.066356411464883,0.9514913607870106,0
Philippines,2022,,,,2.0110477175312163,-1.7078013647045256,0.8507576059986002,,,0
Philippines,2023,23.198499394310325,3.571646322571909,8.307141847817686,,,,-0.5457891038944719,0.7961336575020428,1
Philippines,2023,,,,1.7026042915787565,-1.4105560012958651,0.7330385706964256,,,0
Poland,2021,23.590117837546817,4.101995285100206,7.605104314697811,,,,-1.6187316163154453,1.1791803312405709,1
Poland,2021,,,,1.9221260133039664,-0.8826255976511126,1.6841233849296708,,,0
Poland,2022,23.59328511154205,4.099958134256592,8.307141847817686,,,,1.066356411464883,1.029731745585166,0
Poland,2022,,,,1.6494655071285371,-1.2626366060441656,1.7813635027660426,,,0
Poland,2023,23.71855247479608,4.114128356168473,8.307141847817686,,,,-0.5457891038944719,1.005421790813736,1
Poland,2023,,,,-1.988485231495103,0.584458439839982,1.4373003655826742,,,0
Portugal,2021,22.227184708885705,4.36467316554162,6.747563954134932,,,,-1.6187316163154453,1.8709548053066911,1
Portugal,2021,,,,1.7049004863353014,-0.4703105849953437,1.2773856433531678,,,0
Portugal,2022,22.219300261884744,4.360948172424955,8.307141847817686,,,,1.066356411464883,1.7821421619672349,0
Portugal,2022,,,,1.9304422354205837,-1.203247267924327,1.5989610862122208,,,0
Portugal,2023,22.29441124588935,4.35548981834035,8.307141847817686,,,,-0.5457891038944719,1.8607005407393615,1
Portugal,2023,,,,0.9236853642115158,-0.5779224062450364,1.2086872737853025,,,0
Romania,2021,22.619095869057908,4.072796625925907,5.810763451590111,,,,-1.6187316163154453,1.7104367413941148,0
Romania,2021,,,,1.7025790792068056,-1.970176124447576,1.4054963886052074,,,0
Romania,2022,22.680204561679627,4.070977079585539,8.307141847817686,,,,1.066356411464883,1.7146684857265058,0
Romania,2022,,,,1.3708228546348715,-2.09605780013027,1.347472401675487,,,0
Romania,2023,22.904957861384577,4.099958134256592,8.307141847817686,,,,-0.5457891038944719,1.7102600218476984,1
Romania,2023,,,,0.8745022687713843,-1.9550129582137936,0.906406931628721,,,0
Rwanda,2021,19.798691688178003,3.971288765901428,2.3774611565447525,,,,-1.6187316163154453,2.731408837568662,0
Rwanda,2021,,,,2.364685323260279,-2.1746006580635946,0.6478326669348957,,,0
Rwanda,2022,19.73092715128835,3.970278433083768,8.307141847817686,,,,1.066356411464883,2.687484535305309,0
Rwanda,2022,,,,2.0832982743190285,-2.103236850373458,0.8266302574014416,,,0
Rwanda,2023,19.783283670127883,3.978408953164615,8.307141847817686,,,,-0.5457891038944719,2.4913665901132176,0
Rwanda,2023,,,,2.093336437582244,-2.2060247643192463,1.1758415805923694,,,0
Senegal,2021,23.19855132558689,3.617195215560609,8.307141847817686,,,,-1.6187316163154453,1.2300319438175908,1
Senegal,2021,,,,1.865992040434002,-2.2190730946902706,2.2233063877467423,,,0
Senegal,2022,23.132881748242596,3.6986206555226313,8.307141847817686,,,,1.066356411464883,1.0388705385019978,0
Senegal,2022,,,,1.335369899774506,-2.4142414904398914,2.3413839867460675,,,0
Senegal,2023,23.16638957606927,3.709377935966235,8.307141847817686,,,,-0.5457891038944719,1.0258396772320169,1
Senegal,2023,,,,1.5143295127773333,-2.4075870000334216,2.715907428021667,,,0
Slovak Republic,2021,21.19690870881783,4.223433992243417,5.458978507932292,,,,-1.6187316163154453,1.917390187465302,0
Slovak Republic,2021,,,,1.7343492015629625,-1.7431391265564178,0.8109075493594415,,,0
Slovak Republic,2022,21.25414159256121,4.1820125393283405,8.307141847817686,,,,1.066356411464883,1.80358587083066,0
Slovak Republic,2022,,,,-0.8015201078788775,-2.11510477924388,1.419190535160229,,,0
Slovak Republic,2023,21.333423446785883,4.16881306566633,8.307141847817686,,,,-0.5457891038944719,1.7536465559188836,1
Slovak Republic,2023,,,,0.320510174330243,-1.054697575357878,-0.0233526094444993,,,0
Slovenia,2021,19.965100726431757,4.342526388197759,3.2204490354159265,,,,-1.6187316163154453,1.5482493989202228,0
Slovenia,2021,,,,2.1109105651410425,1.2091901023785547,1.2769614726910463,,,0
Slovenia,2022,19.96546341161605,4.344479490006717,8.307141847817686,,,,1.066356411464883,1.3821672608018971,0
Slovenia,2022,,,,0.9894535963706688,-0.7290797090755162,1.285592784142686,,,0
Slovenia,2023,20.003188156127987,4.344479490006717,8.307141847817686,,,,-0.5457891038944719,1.2892969355145476,0
Slovenia,2023,,,,0.7459198114745323,1.4899527823401093,0.736897478582886,,,0
South Africa,2021,22.7066097762498,3.929214584823996,6.437477345094758,,,,-1.6187316163154453,3.482486982713793,0
South Africa,2021,,,,1.591284102488504,1.310353034247013,2.249734907711404,,,0
South Africa,2022,22.74852662669107,3.9285652460786817,8.307141847817686,,,,1.066356411464883,3.461061817606605,0
South Africa,2022,,,,0.6463798680215607,-0.2741151576497677,0.8175877386936193,,,0
South Africa,2023,22.774911780680807,3.937053339718865,8.307141847817686,,,,-0.5457891038944719,3.426140872214131,0
South Africa,2023,,,,-0.3593019233946118,-1.0280482944753335,-0.1007268049275128,,,0
Spain,2021,23.10007974501501,4.29074975698663,9.085061571207511,,,,-0.9192981138902536,2.667580913742296,0
Spain,2021,,,,1.886749632036286,-0.2681300461817422,1.4788843703030687,,,0
Spain,2022,23.106428220788576,4.287454251144363,8.307141847817686,,,,-0.9192981138902536,2.53528931540768,0
Spain,2022,,,,1.809403515311876,-1.1765646533038745,1.5020275252498645,,,0
Spain,2023,23.193228297210688,4.293311309502665,8.307141847817686,,,,-0.9192981138902536,2.4775122493429853,0
Spain,2023,,,,0.9807434040885528,0.9730233825747632,0.9716507043091706,,,0
Sri Lanka,2021,20.243234077745196,3.920574992611471,4.639810257551124,,,,-1.6187316163154453,1.5964514779431809,0
Sri Lanka,2021,,,,1.429509148688335,-1.58525276163056,-0.4034063936428227,,,0
Sri Lanka,2022,19.81190668457193,3.902643406510799,8.307141847817686,,,,1.066356411464883,1.5021571443077306,0
Sri Lanka,2022,,,,-1.982453034375548,-1.158787824249975,0.1759106185236295,,,0
Sri Lanka,2023,20.53325692698,3.8578307455244207,8.307141847817686,,,,-0.5457891038944719,1.7798400681587083,1
Sri Lanka,2023,,,,-1.2696087170967856,0.6127545033937997,-0.1699105906408087,,,0
St. Lucia,2021,18.537699395365756,4.184630930584181,8.307141847817686,,,,-1.6187316163154453,2.988719516382537,0
St. Lucia,2021,,,,2.429613890376316,-2.1895053129995112,1.5714581957553746,,,0
St. Lucia,2022,18.44465594028047,4.201478879393885,8.307141847817686,,,,1.066356411464883,2.741241456142156,0
St. Lucia,2022,,,,2.9826307619387893,-1.5598885084892544,0.9261885923844146,,,0
St. Lucia,2023,18.519903752533345,4.1820125393283405,8.307141847817686,,,,-0.5457891038944719,2.38564822034018,0
St. Lucia,2023,,,,0.7907818868237588,-1.007845094236412,1.6154832218917394,,,0
Sweden,2021,22.76901622327944,4.482977543041424,5.8407145084320815,,,,-1.6187316163154453,2.1491687598037235,0
Sweden,2021,,,,1.7699968298257946,1.8896959170771328,2.190887446435003,,,0
Sweden,2022,22.798645475221075,4.468949915853615,8.307141847817686,,,,1.066356411464883,1.986163950655271,0
Sweden,2022,,,,0.3774389011890354,1.5444400412622583,2.2127496003355533,,,0
Sweden,2023,22.752797746649616,4.46407292242354,8.307141847817686,,,,-0.5457891038944719,2.014942662628434,1
Sweden,2023,,,,-0.1047025728187649,1.92934458026962,1.120397631385146,,,0
Switzerland,2021,25.15886704200624,4.506876738993094,7.900546625919093,,,,-1.6187316163154453,1.602782116798772,1
Switzerland,2021,,,,1.6747896519980194,1.942725980569568,-2.311581785816864,,,0
Switzerland,2022,25.008149858339248,4.507099388216365,8.307141847817686,,,,1.066356411464883,1.409192812074234,0
Switzerland,2022,,,,0.9400822748232606,2.162067958666701,-1.1617316066089545,,,0
Switzerland,2023,24.953227995753867,4.5164047476106335,8.307141847817686,,,,-0.5457891038944719,1.3900349294895156,1
Switzerland,2023,,,,-0.3343807165254431,1.669387891789753,-2.1364320099226477,,,0
Tajikistan,2021,20.048528867708075,2.329491816665531,8.307141847817686,,,,-1.6187316163154453,2.489854600299289,0
Tajikistan,2021,,,,2.222860028097324,2.09191197953476,-0.0616174943891408,,,0
Tajikistan,2022,20.41769143133343,2.3638781275838228,8.307141847817686,,,,1.066356411464883,2.43253436645521,0
Tajikistan,2022,,,,2.0640629574156435,2.698692195905754,0.4842509616943503,,,0
Tajikistan,2023,20.28754446704887,2.2744145378931626,8.307141847817686,,,,-0.5457891038944719,2.425073402388925,0
Tajikistan,2023,,,,2.1003288499038613,1.5685502684073678,0.1531624523496327,,,0
Thailand,2021,23.91660726096543,3.9546785910296194,8.126131687600585,,,,-1.6187316163154453,0.1946085889565961,1
Thailand,2021,,,,0.4491941130259079,-1.2140420516516983,1.1074120709425672,,,0
Thailand,2022,23.810573797924658,3.945467487649638,8.307141847817686,,,,1.066356411464883,-0.0618890896198232,0
Thailand,2022,,,,0.8983893426971391,-1.5417639471442193,0.8693321551577328,,,0
Thailand,2023,23.84056796330324,3.994467188394017,8.307141847817686,,,,-0.5457891038944719,-0.3109546608098557,1
Thailand,2023,,,,0.6336850103572008,0.3636380612836347,0.2351339432154981,,,0
Turkiye,2021,23.25628065592824,3.5302436219695963,10.570562036765498,,,,-1.6187316163154453,2.46042603762796,0
Turkiye,2021,,,,2.415958003297876,-0.5402606820384621,0.4521376226698322,,,0
Turkiye,2022,23.378413443467448,3.571646322571909,8.307141847817686,,,,1.066356411464883,2.328440848186198,0
Turkiye,2022,,,,1.70038894910118,-1.7805008517647354,0.4092084947871437,,,0
Turkiye,2023,23.453407678770127,3.439696514100181,8.307141847817686,,,,-0.5457891038944719,2.221602955811861,1
Turkiye,2023,,,,1.6219520411799049,-1.5606493504966388,-0.0209234954135156,,,0
Uganda,2021,23.19855132558689,3.6290026939167386,4.428208925912166,,,,-1.6187316163154453,1.224831679224847,0
Uganda,2021,,,,1.257474553603019,-2.078685389761022,1.3958306592350658,,,0
Uganda,2022,23.132881748242596,3.6197694916291536,8.307141847817686,,,,1.066356411464883,1.05586663481369,0
Uganda,2022,,,,1.515183764335663,-2.0800196304396694,1.8564036139454685,,,0
Uganda,2023,23.16638957606927,3.4946528494063647,8.307141847817686,,,,-0.5457891038944719,1.0212200571519237,1
Uganda,2023,,,,1.6646748584934856,-2.008246940117428,1.8020370532018075,,,0
United Kingdom,2021,23.72025684176492,4.423071723129008,9.884036716647053,,,,-1.6187316163154453,1.5651960015989037,1
United Kingdom,2021,,,,2.1325404952807614,-0.2523446986297543,-1.8392828372250123,,,0
United Kingdom,2022,23.64052207430505,4.419029875553387,8.307141847817686,,,,1.066356411464883,1.3102338545555543,0
United Kingdom,2022,,,,1.5678733968652918,-1.2638954840370282,0.3654065892753285,,,0
United Kingdom,2023,23.64758317687981,4.419029875553387,8.307141847817686,,,,-0.5457891038944719,1.375479585320719,1
United Kingdom,2023,,,,-1.083080394623666,-1.2443726763583776,-1.3649601985474882,,,0
United States,2021,24.79902461559476,4.407493269237887,9.646142471912505,,,,-1.6187316163154453,1.666899052248222,1
United States,2021,,,,1.7893509464571091,-1.5781588184150177,0.6960055840216588,,,0
United States,2022,24.78802791458024,4.413892339410562,8.307141847817686,,,,1.066356411464883,1.28875418795369,0
United States,2022,,,,0.9182020457671642,-1.6160217197405593,0.4519926670671825,,,0
United States,2023,24.862305868838824,4.413892339410562,8.307141847817686,,,,-0.5457891038944719,1.2854913993329908,1
United States,2023,,,,1.056401577885859,-1.503993812940105,0.2294995182837238,,,0
Uruguay,2021,21.6780912767707,4.236028567463555,8.307141847817686,,,,-1.6187316163154453,2.2152929843177254,1
Uruguay,2021,,,,1.7054574778970464,-1.3162208738382626,2.123896270424112,,,0
Uruguay,2022,21.58124787564311,4.2636632556803296,8.307141847817686,,,,1.066356411464883,2.0487962626714764,0
Uruguay,2022,,,,1.5405600652263338,-1.5860558398233229,2.4925771585204126,,,0
Uruguay,2023,21.642161925199677,4.2636632556803296,8.307141847817686,,,,-0.5457891038944719,2.1068342757121337,1
Uruguay,2023,,,,-1.004690090008435,-1.5175974766420446,-1.964220926388296,,,0
