Country Name,Year,CPIA gender equality rating (1=low to 6=high),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Access to electricity, rural (% of rural population)","Access to clean fuels and technologies for cooking, rural (% of rural population)",GOAL 2: Zero Hunger (5 year moving average),Newborns protected against tetanus (%),"School enrollment, primary (% gross)","Life expectancy at birth, total (years)",People using at least basic sanitation services (% of population),Gini index,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Social_Equity_Index
North Macedonia,2021,1.2904492808032562,4.285706703652479,4.530195927798776,4.043068142134369,-0.1054002017288398,4.464572606707027,4.462685381246236,4.228600815302585,4.52022450680345,3.4950523895136545,2.462967195874403,2.886126718541812,66.18997428583282
North Macedonia,2022,1.2904492808032562,4.146253214804603,4.530195927798776,4.068414006820885,-0.1054002017288398,4.464572606707027,4.505563314734678,4.244079411913978,4.520292864265742,3.492108663266857,1.0943097372145796,2.8612400934348163,69.4643051391616
North Macedonia,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.2233216140000439,4.463036562993165,4.505563314734678,4.2556214115403055,4.430623698940526,3.492163258139891,1.0943097372145796,2.858936242195275,67.9567311813405
Norway,2021,1.2904492808032562,4.517337727854804,4.530195927798776,4.530195927798776,-0.1054002017288398,4.464572606707027,4.520208615025028,4.351685923352779,4.511140002448286,3.4950523895136545,0.6914328000258148,2.886126718541812,73.90461120347254
Norway,2022,1.2904492808032562,4.146253214804603,4.530195927798776,4.530195927798776,-0.1054002017288398,4.464572606707027,4.520145729641255,4.344040192907983,4.511129911445794,3.492108663266857,1.0943097372145796,2.8612400934348163,73.14680429683438
Norway,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.1054002017288398,4.463036562993165,4.520145729641255,4.351089006849767,4.430623698940526,3.492163258139891,0.0,2.858936242195275,74.03905098791024
Pakistan,2021,0.913296453322576,2.8392583927890045,4.448437475127792,3.3237207242152764,-0.1054002017288398,4.384178472983526,4.365623803765619,4.124194812929253,4.1681978053992825,3.4950523895136545,5.164930459689645,2.886126718541812,44.065156622649674
Pakistan,2022,0.913296453322576,4.146253214804603,4.459957092105254,3.401579615928653,-0.1054002017288398,4.384178472983526,4.346025720533506,4.148152669522343,4.191931689209548,3.492108663266857,4.984216197497813,2.8612400934348163,45.13959795853127
Pakistan,2023,0.913296453322576,4.189795067314174,4.457872858146347,4.268685704379358,-0.2233216140000439,4.384178472983526,4.346025720533506,4.151486123232976,4.430623698940526,3.492163258139891,4.953595189933904,2.858936242195275,46.5135871455548
Paraguay,2021,1.2904492808032562,3.814880894436505,4.530195927798776,3.659953570223161,-0.511759409892192,4.490690117872608,4.455218686862221,4.1580473996515135,4.466211211507827,3.708821459958338,4.8553808784377255,3.002268455439918,52.895127789428486
Paraguay,2022,1.2904492808032562,4.146253214804603,4.530195927798776,3.674169687098445,-0.511759409892192,4.490690117872608,4.462358246186032,4.2162439794214,4.476191346255553,3.757497313177576,4.289566927152206,2.9589776528327145,55.07295000098096
Paraguay,2023,1.2904492808032562,4.189795067314174,4.525345621415629,4.268685704379358,-0.511759409892192,4.480554576182907,4.453458064857922,4.2364814042867085,4.430623698940526,3.757497313177576,4.002081242479862,2.9589776528327145,56.0863422688705
Peru,2021,1.2904492808032562,3.766945023136177,4.356758948171108,3.789333079555354,-0.1054002017288398,4.480554576182907,4.596724849637746,4.206498774604603,4.288068105691214,3.643099541884514,4.862251140065685,3.464923717433542,58.93775880605943
Peru,2022,1.2904492808032562,3.766945023136177,4.373987528417017,3.8675063323504872,-0.1054002017288398,4.500719879266091,4.601624243751164,4.274966400353457,4.295259905165445,3.647945027908059,4.326145083636247,3.4292358630913413,62.991356447572386
Peru,2023,1.2904492808032562,4.189795067314174,4.373987528417017,4.268685704379358,-0.2233216140000439,4.500719879266091,4.600064342448919,4.286330368485868,4.430623698940526,3.647945027908059,3.877085913603876,3.4292358630913413,63.86253723129411
Philippines,2021,1.2904492808032562,3.481999407267336,4.495718083416834,3.558106789823461,-0.1054002017288398,4.438908565758322,4.434748888054565,4.137413269084586,4.356585250155449,3.6575637627314497,4.941067287237012,3.955767001470244,52.937043290716254
Philippines,2022,1.2904492808032562,3.481999407267336,4.439972009589635,3.6308785323759936,-0.1054002017288398,4.438908565758322,4.448137745592167,4.177285768445752,4.370076901072351,3.6575637627314497,4.449490436006957,3.955767001470244,54.68418477303673
Philippines,2023,1.2904492808032562,4.189795067314174,4.5066878702329225,4.268685704379358,-0.2233216140000439,4.428208925912166,4.464204839150311,4.182313795379084,4.430623698940526,3.6575637627314497,4.361383491624109,3.955767001470244,55.14251635586434
Poland,2021,1.2904492808032562,4.469486786075747,4.530195927798776,4.530195927798776,-0.3571300238567617,4.464572606707027,4.496738781286399,4.256073446774175,4.520053794880976,3.310113679537784,0.6914328000258148,-0.1054002017288398,73.74936425698553
Poland,2022,1.2904492808032562,4.146253214804603,4.530195927798776,4.530195927798776,-0.511759409892192,4.464572606707027,4.535929032330361,4.279021861638265,4.520051111878725,3.310113679537784,0.6914328000258148,-0.1054002017288398,72.96948271724732
Poland,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.511759409892192,4.463036562993165,4.535929032330361,4.295850997081986,4.430623698940526,3.310113679537784,0.6914328000258148,-0.1054002017288398,72.41925260284812
Portugal,2021,1.2904492808032562,4.402254396834458,4.530195927798776,4.530195927798776,-0.3571300238567617,4.464572606707027,4.576713424116949,4.330657421766143,4.526922865742832,3.499342889417148,2.913668321769394,0.5296231607254906,70.74229002673522
Portugal,2022,1.2904492808032562,4.402254396834458,4.530195927798776,4.530195927798776,-0.3571300238567617,4.464572606707027,4.621034697683088,4.333673235432267,4.526912587184408,3.499342889417148,2.745293930016413,0.5296231607254906,71.76535270903217
Portugal,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.3571300238567617,4.463036562993165,4.621034697683088,4.341344022584276,4.430623698940526,3.499342889417148,2.6820073290065607,0.5296231607254906,71.01547120164891
Romania,2021,1.2904492808032562,3.98722911901838,4.530195927798776,4.530195927798776,-0.6948672334338909,4.464572606707027,4.436491991910788,4.222803058617114,4.409217938235534,3.47941402660718,2.963884083047296,1.946426894700076,58.70341873355262
Romania,2022,1.2904492808032562,3.98722911901838,4.530195927798776,4.530195927798776,-0.6948672334338909,4.464572606707027,4.371494496120636,4.253527983205543,4.409568748551563,3.47941402660718,2.541578176113876,1.946426894700076,59.19730575680172
Romania,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.6948672334338909,4.463036562993165,4.371494496120636,4.2721020055712025,4.430623698940526,3.47941402660718,2.462967195874403,1.946426894700076,59.47238175765309
Rwanda,2021,1.496020670623451,4.231453370382992,3.5958146200648864,-0.2233216140000439,-0.2233216140000439,4.500719879266091,4.928779416688791,4.1399569544252985,4.2367454227213885,3.4950523895136545,5.429175063841983,2.886126718541812,52.79277471049267
Rwanda,2022,1.496020670623451,4.146253214804603,3.5958146200648864,-0.1054002017288398,-0.1054002017288398,4.500719879266091,4.913904809999841,4.149748993779452,4.236250851499318,3.492108663266857,5.350321683055404,2.8612400934348163,54.74839547106634
Rwanda,2023,1.496020670623451,4.189795067314174,4.00040497307388,4.268685704379358,-0.2233216140000439,4.500719879266091,4.934073558019886,4.153434867964652,4.430623698940526,3.492163258139891,5.329547041754804,2.858936242195275,65.43563455061367
Senegal,2021,1.24717034366542,3.821769484928462,3.72010139941796,1.9324389107446345,-0.1054002017288398,4.490690117872608,4.348909023560224,4.140218210155777,4.021043095710665,3.5434104196643568,5.462639329323101,4.259269300849933,41.86721833557463
Senegal,2022,1.24717034366542,4.146253214804603,3.72010139941796,1.9872302552223304,-0.1054002017288398,4.490690117872608,4.353028135956704,4.153477810577684,4.0379811660868015,3.5434104196643568,5.325337329130155,4.259269300849933,42.69537133470997
Senegal,2023,1.24717034366542,4.189795067314174,3.976626086642744,4.268685704379358,-0.2233216140000439,4.490690117872608,4.344993305197102,4.166204307545475,4.430623698940526,3.5434104196643568,5.362572937412224,4.259269300849933,49.62093544825184
Slovak Republic,2021,1.2904492808032562,4.437098007202466,4.530195927798776,4.530195927798776,-0.3571300238567617,4.464572606707027,4.530816655012334,4.246548524986779,4.506034466782104,3.1462911500023067,2.462967195874403,0.8727350484196807,71.77445069426453
Slovak Republic,2022,1.2904492808032562,4.437098007202466,4.530195927798776,4.530195927798776,-0.3571300238567617,4.464572606707027,4.533352146739112,4.276628607653158,4.506056626575417,3.1462911500023067,1.6002152171414048,0.8727350484196807,73.95834586082401
Slovak Republic,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.3571300238567617,4.463036562993165,4.533352146739112,4.2897790788142816,4.430623698940526,3.1462911500023067,1.379448141588215,0.8727350484196807,73.7237625332291
Slovenia,2021,1.2904492808032562,4.506886166329482,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.528028616797257,4.322256265403128,4.513713838913327,3.154369546944839,2.0640629157319244,-2.3216392926406413,80.44072086536839
Slovenia,2022,1.2904492808032562,4.146253214804603,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.536360507168297,4.329524050122317,4.513713838913327,3.154369546944839,2.6820073290065607,-2.3216392926406413,79.83467502591864
Slovenia,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.2233216140000439,4.463036562993165,4.536360507168297,4.337775775259972,4.430623698940526,3.154369546944839,1.0943097372145796,-2.3216392926406413,81.4904875663188
South Africa,2021,1.2904492808032562,4.287327392409719,4.464112051273217,4.191535317663024,-0.1054002017288398,4.406445682407856,4.511784064286876,4.067005851745378,4.275685236295882,3.4950523895136545,5.154897917504542,2.886126718541812,53.82830332388618
South Africa,2022,1.2904492808032562,4.146253214804603,4.464112051273217,4.203839841642778,-0.3571300238567617,4.406445682407856,4.491725234174545,4.119476248224037,4.285010790312262,3.492108663266857,4.776367889951104,2.8612400934348163,52.40041356561361
South Africa,2023,1.2904492808032562,4.189795067314174,4.4703110073120405,4.268685704379358,-0.3571300238567617,4.406445682407856,4.491725234174545,4.129580279213965,4.430623698940526,3.492163258139891,4.69025576685173,2.858936242195275,53.84054881633973
Spain,2021,1.2904492808032562,4.509954534538142,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.55784671309209,4.35185640291868,4.529410481673871,3.47941402660718,1.379448141588215,0.640383668319259,75.20799324280199
Spain,2022,1.2904492808032562,4.509954534538142,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.553576910835793,4.351344873561811,4.529408123709966,3.47941402660718,1.379448141588215,0.640383668319259,75.12785707909127
Spain,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.2233216140000439,4.463036562993165,4.553576910835793,4.360032266419545,4.430623698940526,3.47941402660718,1.0943097372145796,0.640383668319259,74.72772299027031
Sri Lanka,2021,1.379448141588215,4.396266759298425,4.530195927798776,3.193782577946106,-0.2233216140000439,4.520470705025596,4.499439453609856,4.267925467178908,4.472537141041148,3.4950523895136545,3.4822862460894366,2.886126718541812,67.13741431271366
Sri Lanka,2022,1.379448141588215,4.146253214804603,4.530195927798776,3.239057459485839,-0.3571300238567617,4.520470705025596,4.489841448846242,4.280828198818115,4.481434118652716,3.492108663266857,3.05714317652286,2.8612400934348163,66.43342464277764
Sri Lanka,2023,1.379448141588215,4.189795067314174,4.530195927798776,4.268685704379358,-0.3571300238567617,4.520470705025596,4.489841448846242,4.283120422884044,4.430623698940526,3.492163258139891,2.8607169698748627,2.858936242195275,68.12590578976163
St. Lucia,2021,1.379448141588215,4.231453370382992,4.530195927798776,4.454738009361695,-0.511759409892192,4.464572606707027,4.565018137653018,4.172343655181813,4.354012060172683,3.4950523895136545,4.4703110073120405,2.886126718541812,58.89607970300946
St. Lucia,2022,1.379448141588215,4.146253214804603,4.530195927798776,4.448437475127792,-0.511759409892192,4.464572606707027,4.565018137653018,4.220939728485516,4.353950136922065,3.492108663266857,3.8181287052871977,2.8612400934348163,61.292849323895815
St. Lucia,2023,1.379448141588215,4.189795067314174,4.530195927798776,4.268685704379358,-0.6948672334338909,4.463036562993165,4.536696029963419,4.22129999327585,4.430623698940526,3.492163258139891,3.733465817149108,2.858936242195275,58.70081868558302
Sweden,2021,1.2904492808032562,4.522618716125832,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.684897662476197,4.3504348159087405,4.519117583857265,3.353655629499739,1.6002152171414048,0.3360679180924957,78.56074004249784
Sweden,2022,1.2904492808032562,4.522618716125832,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.677271582026443,4.350463268245448,4.5191092581852885,3.353655629499739,1.6002152171414048,0.3360679180924957,78.44379337483151
Sweden,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.2233216140000439,4.463036562993165,4.677271582026443,4.353389361043001,4.430623698940526,3.353655629499739,1.379448141588215,0.3360679180924957,77.8471142477405
Switzerland,2021,1.2904492808032562,4.525248365093032,4.530195927798776,4.530195927798776,-0.1054002017288398,4.464572606707027,4.544394199323218,4.358509865884784,4.529226601903581,3.4950523895136545,1.379448141588215,2.886126718541812,73.53230582319266
Switzerland,2022,1.2904492808032562,4.146253214804603,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.543295483979559,4.356815479159295,4.529226620779053,3.492108663266857,1.379448141588215,2.8612400934348163,71.9921126495498
Switzerland,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.2233216140000439,4.463036562993165,4.543295483979559,4.362030281685971,4.430623698940526,3.492163258139891,1.6002152171414048,2.858936242195275,70.73200249723199
Tajikistan,2021,1.379448141588215,3.5965794715556507,4.528258742596098,4.31773370026202,-0.1054002017288398,4.464572606707027,4.541734825106182,4.17898792862555,4.498294525340159,3.4950523895136545,3.1821258410900186,2.886126718541812,66.61488596388033
Tajikistan,2022,1.379448141588215,4.146253214804603,4.530195927798776,4.334483572748235,-0.3571300238567617,4.464572606707027,4.543124955160654,4.206038057094309,4.498205520660649,3.492108663266857,2.6143204865440173,2.8612400934348163,65.06654701746395
Tajikistan,2023,1.379448141588215,4.189795067314174,4.530195927798776,4.268685704379358,-0.3571300238567617,4.463036562993165,4.536177252059143,4.20912336613853,4.430623698940526,3.492163258139891,2.6143204865440173,2.858936242195275,64.46929986063887
Thailand,2021,1.2904492808032562,4.507480809212576,4.530195927798776,4.299457844608495,0.0,4.520470705025596,4.569904384509076,4.284658036123888,4.520542223534283,3.5077598239983674,3.59070009762418,2.4792045228261546,72.4998684954355
Thailand,2022,1.2904492808032562,4.507480809212576,4.530195927798776,4.315316880691863,0.0,4.520470705025596,4.57832884253269,4.255298264618852,4.520623423682848,3.5077598239983674,4.639810257551124,2.4792045228261546,70.24836809781642
Thailand,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.1054002017288398,4.490690117872608,4.563384786460786,4.2696270990648975,4.430623698940526,3.5077598239983674,3.4822862460894366,2.4792045228261546,68.78942439087567
Turkiye,2021,1.2904492808032562,4.056932543275021,4.530195927798776,4.356758948171108,-0.2233216140000439,4.500719879266091,4.554996221058384,4.260832653994308,4.522784363634038,3.742273846066933,2.963884083047296,2.0135171652667867,66.79639976153024
Turkiye,2022,1.2904492808032562,4.056932543275021,4.530195927798776,4.357917169950576,-0.2233216140000439,4.500719879266091,4.553970717909556,4.284470653774656,4.522899067885032,3.742273846066933,3.011632214846822,2.0135171652667867,67.36823101254704
Turkiye,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.511759409892192,4.500719879266091,4.553970717909556,4.279020635852276,4.430623698940526,3.742273846066933,2.6820073290065607,2.0135171652667867,63.252152900383706
Uganda,2021,1.0943097372145796,3.884492551223467,3.535299141788421,-1.2091686164783046,-0.3571300238567617,4.349780179805614,4.538607614000773,4.134132918182464,3.002839296477356,3.4950523895136545,5.273318241354789,2.886126718541812,22.308171444904133
Uganda,2022,1.0943097372145796,3.884492551223467,3.535299141788421,-1.2091686164783046,-0.3571300238567617,4.326145083636247,4.539696444459828,4.151858982252294,3.012197250337841,3.492108663266857,5.118931295893618,2.8612400934348163,22.068757497274774
Uganda,2023,1.0943097372145796,4.189795067314174,3.697408328168089,4.268685704379358,-0.2233216140000439,4.326145083636247,4.539926512213141,4.160096664603084,4.430623698940526,3.492163258139891,5.042668175537585,2.858936242195275,42.770670884724616
United Kingdom,2021,1.2904492808032562,4.526026140156374,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.549712693985162,4.321916343928231,4.5215049803882295,3.435275914437561,2.541578176113876,-0.3571300238567617,74.27940975162241
United Kingdom,2022,1.2904492808032562,4.146253214804603,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.553200384919759,4.326279303324408,4.521494443290571,3.435275914437561,2.6820073290065607,-0.3571300238567617,74.24164478765358
United Kingdom,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.2233216140000439,4.463036562993165,4.553200384919759,4.328989449207343,4.430623698940526,3.435275914437561,2.0640629157319244,-0.3571300238567617,74.2268744624833
United States,2021,1.2904492808032562,4.441564972959626,4.530195927798776,4.530195927798776,-0.1054002017288398,4.464572606707027,4.5136580323708015,4.2685768654996,4.526790349933742,3.633335120260084,3.3921825797751897,0.0,69.8099563972878
United States,2022,1.2904492808032562,4.146253214804603,4.530195927798776,4.530195927798776,-0.1054002017288398,4.464572606707027,4.500437801903929,4.282509024955804,4.526624704128495,3.671814802472726,2.963884083047296,0.6914328000258148,69.27841556524572
United States,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.2233216140000439,4.463036562993165,4.500437801903929,4.294344145245156,4.430623698940526,3.671814802472726,2.804715965041384,0.6914328000258148,67.24867960290904
Uruguay,2021,1.2904492808032562,4.085921324209879,4.530195927798776,4.530195927798776,-0.1054002017288398,4.464572606707027,4.604561914891495,4.257138029765224,4.513858766098449,3.659953570223161,3.838183748920373,1.889234599443082,67.30202964130355
Uruguay,2022,1.2904492808032562,4.146253214804603,4.530195927798776,4.530195927798776,-0.2233216140000439,4.464572606707027,4.6119835277348775,4.270337338546953,4.513848426166389,3.655168034171713,2.963884083047296,1.8440363135643405,67.68104835889122
Uruguay,2023,1.2904492808032562,4.189795067314174,4.530195927798776,4.268685704379358,-0.6948672334338909,4.463036562993165,4.6119835277348775,4.291280381600039,4.430623698940526,3.655168034171713,2.6820073290065607,1.8440363135643405,61.54028549974151
